title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
Malibu's Most Wanted,Comedy,John Whitesell,"Fax Bahr, Adam Small, Jamie Kennedy, Nick Swardson",0,119,31,54.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Mallrats,Comedy,Kevin Smith,Kevin Smith,674.0,75,56,82.0,6000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Mama,"Art House & International, Horror",Andy Muschietti,"Neil Cross, Barbara Muschietti, Andy Muschietti",575.0,35,64,55.0,15000000,"[{""id"": 27, ""name"": ""Horror""}]"
Mambo Italiano,"Art House & International, Comedy, Drama",Émile Gaudreault,"Émile Gaudreault, Steve Galluccio",0,97,32,66.0,4361898,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Mamma Mia!,"Comedy, Musical & Performing Arts, Romance",Phyllida Lloyd,Catherine Johnson,729.0,35,54,66.0,52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
A Man Apart,"Action & Adventure, Drama, Mystery & Suspense",F. Gary Gray,"Christian Gudegast, Paul Scheuring",840.0,10,11,62.0,36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]"
Man of the Year,"Comedy, Television",Barry Levinson,Barry Levinson,721.6666666666666,35,22,45.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]"
Man on a Ledge,"Drama, Mystery & Suspense",Asger Leth,Pablo F. Fenjves,579.0,9,32,52.0,42000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Man on Fire,"Action & Adventure, Drama, Mystery & Suspense",Tony Scott,Brian Helgeland,517.5,0,39,89.0,70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
The Man Who Knew Too Little,Comedy,Jon Amiel,"Robert Farrar, Howard Franklin",640.0,72,41,69.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]"
The Man Who Shot Liberty Valance,"Action & Adventure, Classics, Western",John Ford,"James Warner Bellah, Willis Goldbeck",0,65,93,92.0,3200000,"[{""id"": 37, ""name"": ""Western""}]"
The Man with the Golden Gun,"Action & Adventure, Drama",Guy Hamilton,"Tom Mankiewicz, Richard Maibaum",580.0,11,45,56.0,7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Mandela: Long Walk to Freedom,Drama,Justin Chadwick,William Nicholson,458.0,170,60,68.0,35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Manderlay,"Drama, Special Interest",Lars von Trier,Lars von Trier,684.5,37,50,75.0,14200000,"[{""id"": 18, ""name"": ""Drama""}]"
All the Boys Love Mandy Lane,"Horror, Mystery & Suspense, Romance",Jonathan Levine,Jacob Forman,947.0,234,43,31.0,750000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Maniac,"Comedy, Horror",Dwain Esper,Hildegarde Stadie,0,402,89,31.0,6000000,"[{""id"": 27, ""name"": ""Horror""}]"
Maniac,"Drama, Horror",William Lustig,"Joe Spinell, C.A. Rosenberg",0,403,39,58.0,6000000,"[{""id"": 27, ""name"": ""Horror""}]"
Maniac,Horror,Franck Khalfoun,"Alexandre Aja, Grégory Levasseur",530.0,404,52,44.0,6000000,"[{""id"": 27, ""name"": ""Horror""}]"
Manito,Drama,Eric Eason,Eric Eason,0,405,94,73.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Mao's Last Dancer,"Art House & International, Drama, Musical & Performing Arts",Bruce Beresford,Jan Sardi,0,166,55,76.0,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Marci X,Comedy,Richard Benjamin,Paul Rudnick,493.0,20,8,30.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Margaret,Drama,Kenneth Lonergan,Kenneth Lonergan,644.0,197,73,48.0,14000000,"[{""id"": 18, ""name"": ""Drama""}]"
Margin Call,Mystery & Suspense,J.C. Chandor,J.C. Chandor,558.75,60,87,74.0,3500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
The Marine,"Action & Adventure, Drama",John Bonito,"Michael Gallagher, Michell Gallagher, Alan B. McElroy, John Bonito",0,0,20,60.0,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Marley & Me,Comedy,David Frankel,"Scott Frank, Don Roos",684.5,0,62,75.0,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Marmaduke,"Comedy, Kids & Family",Tom Dey,"Tim Rasmussen, Vince Di Meglio",587.3333333333334,0,9,42.0,50000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
Mars Attacks!,"Action & Adventure, Comedy, Science Fiction & Fantasy",Tim Burton,Jonathan Gems,656.0,72,53,53.0,70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Mars Needs Moms,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy",Simon Wells,"Simon Wells, Wendy Wells",0,26,37,40.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
Martha Marcy May Marlene,"Drama, Mystery & Suspense",Sean Durkin,Sean Durkin,0,197,90,71.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Martian Child,"Comedy, Drama",Menno Meyjes,"Jonathan Tolins, Seth E. Bass, Seth Bass",530.0,10,34,72.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Marvin's Room,Drama,Jerry Zaks,Scott McPherson,569.0,86,84,63.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Mary Poppins,"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Robert Stevenson,"Don DaGradi, Bill Walsh",535.5,64,100,86.0,6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
Mary Reilly,"Drama, Horror, Mystery & Suspense",Stephen Frears,Christopher Hampton,662.5,21,26,40.0,47000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
The Mask of Zorro,"Action & Adventure, Romance",Martin Campbell,"John Eskow, Terry Rossio, Ted Elliott",779.0,80,82,72.0,95000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"
Masked and Anonymous,"Art House & International, Comedy, Drama, Musical & Performing Arts",Larry Charles,"Sergei Petrov, Rene Fontaine",542.8,1,25,45.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Master and Commander: The Far Side of the World,"Action & Adventure, Drama",Peter Weir,"Peter Weir, John Collee",466.0,0,85,80.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}]"
The Master of Disguise,"Comedy, Kids & Family",Perry Andelin Blake,"Dana Carvey, Harris Goldberg",0,2,1,33.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Match Point,"Drama, Mystery & Suspense",Woody Allen,Woody Allen,2128.0,163,76,81.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
The Matrix,"Action & Adventure, Science Fiction & Fantasy","Lilly Wachowski, Lana Wachowski","Lana Wachowski, Lilly Wachowski",734.0,8,88,85.0,63000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Matrix Reloaded,"Mystery & Suspense, Science Fiction & Fantasy","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",1539.5,8,73,72.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Matrix Revolutions,"Mystery & Suspense, Science Fiction & Fantasy","Lana Wachowski, Lilly Wachowski","Lana Wachowski, Lilly Wachowski",1539.5,8,35,60.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Maurice,"Drama, Romance, Gay & Lesbian",James Ivory,"James Ivory, Ruth Prawer Jhabvala, Kit Hesketh-Harvey",498.0,406,90,87.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Max,Drama,Menno Meyjes,Menno Meyjes,455.0,146,69,64.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Max,Action & Adventure,Boaz Yakin,"Boaz Yakin, Sheldon Lettich",0,8,38,70.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Max Keeble's Big Move,"Comedy, Kids & Family",Tim Hill,"Mark Blackwell, James Greer, Jonathan Bernstein",0,19,29,38.0,12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Max Payne,"Action & Adventure, Drama, Mystery & Suspense",John Moore (VIII),Beau Thorne,624.3333333333334,0,16,30.0,35000000,"[{""id"": 28, ""name"": ""Action""}]"
Maximum Risk,Action & Adventure,Ringo Lam,"Larry Ferguson, Eric Small, Daniel Petrie Jr.",643.0,21,30,34.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
May,"Drama, Horror",Lucky McKee,Lucky McKee,727.0,217,68,75.0,500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
Maze Runner: The Scorch Trials,Action & Adventure,Wes Ball,T.S. Nowlin,549.0,0,46,54.0,61000000,"[{""id"": 28, ""name"": ""Action""}]"
Me and You and Everyone We Know,"Art House & International, Comedy, Drama",Miranda July,Miranda July,0,37,82,84.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Me Before You,Drama,Thea Sharrock,Jojo Moyes,1585.0,8,56,73.0,20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
"Me, Myself & Irene",Comedy,"Peter Farrelly, Bobby Farrelly","Peter Farrelly, Mike Cerrone, Bobby Farrelly",460.0,0,47,57.0,51000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Mean Girls,Comedy,Mark Waters (VIII),Tina Fey,872.0,20,84,66.0,17000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Mean Machine,"Art House & International, Comedy, Drama",Barry Skolnick,"Tracy Keenan Wynn, Charles Fletcher, Chris Baker, Andrew Day",1107.5,144,34,72.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Mean Streets,"Classics, Drama",Martin Scorsese,"Martin Scorsese, Mardik Martin",555.0,119,97,84.0,500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
The Medallion,"Action & Adventure, Comedy, Science Fiction & Fantasy",Gordon Chan,"Alfred Cheung, Bennett Joshua Davlin, Bey Logan, Gordon Chan, Paul Wheeler",577.0,2,17,27.0,41000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Meek's Cutoff,"Drama, Western",Kelly Reichardt,Jonathan Raymond,528.0,54,86,53.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]"
Meet Dave,"Comedy, Science Fiction & Fantasy",Brian Robbins,"Bill Corbett, Rob Greenberg, Robert Greenberg",594.3333333333334,0,20,35.0,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
Meet Joe Black,"Drama, Science Fiction & Fantasy",Martin Brest,"Ron Osborn, Jeff Reno, Kevin Wade, Bo Goldman",1005.5,35,53,81.0,90000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Meet the Fockers,Comedy,Jay Roach,"Jim Herzfeld, John Hamburg",661.0,35,39,58.0,80000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Meet the Parents,Comedy,Jay Roach,"John Hamburg, Jim Herzfeld",661.0,35,84,79.0,55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Meet the Spartans,Comedy,"Jason Friedberg, Aaron Seltzer","Aaron Seltzer, Jason Friedberg",692.0,0,2,25.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Megaforce,"Action & Adventure, Science Fiction & Fantasy",Hal Needham,"Andre Morgan, Hal Needham, James Whittaker, Albert S. Ruddy",0,66,0,42.0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Megamind,"Action & Adventure, Animation, Comedy, Kids & Family",Tom McGrath,"Alan Schoolcraft, Brent Simons",736.75,407,72,72.0,130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Melancholia,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Lars von Trier,Lars von Trier,644.25,6,79,67.0,7400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Memento,"Drama, Mystery & Suspense",Christopher Nolan,Christopher Nolan,812.0,214,92,94.0,9000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Memoirs of a Geisha,"Drama, Romance",Rob Marshall,Robin Swicord,0,13,35,83.0,85000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
Memoirs of an Invisible Man,"Comedy, Science Fiction & Fantasy, Romance",John Carpenter,"Robert Collector, Dana Olsen, William Goldman",649.0,72,23,31.0,40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Men in Black,"Action & Adventure, Comedy, Science Fiction & Fantasy",Barry Sonnenfeld,Ed Solomon,745.75,408,92,79.0,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Men in Black II,"Comedy, Science Fiction & Fantasy",Barry Sonnenfeld,"Barry Fanaro, Robert Gordon",664.5,2,39,45.0,140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Men of Honor,Drama,George Tillman Jr.,Scott Marshall Smith,770.0,0,42,81.0,32000000,"[{""id"": 18, ""name"": ""Drama""}]"
The Men Who Stare at Goats,"Comedy, Drama",Grant Heslov,Peter Straughan,591.0,177,50,39.0,24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]"
Men with Brooms,"Comedy, Drama",Paul Gross,"Paul Gross, John Krizanc, Paul Quarrington",0,29,61,67.0,7500000,"[{""id"": 35, ""name"": ""Comedy""}]"
Menace II Society,"Action & Adventure, Drama","Allen Hughes, Albert Hughes","Tyger Williams, Allen Hughes, Albert Hughes",1034.0,119,84,93.0,3500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]"
Mercury Rising,"Action & Adventure, Mystery & Suspense",Harold Becker,"Mark Rosenthal, Lawrence Konner",602.25,35,17,40.0,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Mercy Streets,"Drama, Faith & Spirituality",Jon Gunn,"John Mann, Jon Gunn, John W. Mann",901.0,80,13,55.0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]"
Message in a Bottle,"Drama, Romance",Luis Mandoki,Gerald DiPego,503.0,8,32,66.0,80000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Metropolitan,"Comedy, Drama",Whit Stillman,Whit Stillman,0,409,91,85.0,225000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Mexican,"Action & Adventure, Comedy, Drama",Gore Verbinski,"J.H. Wyman, Gore Verbinski",707.3333333333334,121,55,44.0,57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
Michael Jordan to the Max,"Documentary, Special Interest, Sports & Fitness","Don Kempf, James D. Stern",Jonathan Hock,605.5,410,67,80.0,0,"[{""id"": 99, ""name"": ""Documentary""}]"
Michael Clayton,"Drama, Mystery & Suspense",Tony Gilroy,Tony Gilroy,610.5,8,90,69.0,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]"
Michael Collins,"Drama, Mystery & Suspense",Neil Jordan,Neil Jordan,700.6666666666666,119,77,84.0,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Mickey Blue Eyes,Comedy,Kelly Makin,"Adam Scheinman, Robert Kuhn",498.0,72,45,42.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]"
Middle of Nowhere,Drama,Ava DuVernay,Ava DuVernay,0,411,88,64.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Midnight Cowboy,"Classics, Drama",John Schlesinger,Waldo Salt,614.0,17,91,88.0,3600000,"[{""id"": 18, ""name"": ""Drama""}]"
Midnight in Paris,"Comedy, Romance",Woody Allen,Woody Allen,792.8,1,93,83.0,30000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Midnight in the Garden of Good and Evil,"Comedy, Drama",Clint Eastwood,John Lee Hancock,739.5,72,49,65.0,35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Midnight Run,"Action & Adventure, Comedy",Martin Brest,George Gallo,514.0,75,96,87.0,30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Midnight Special,"Drama, Science Fiction & Fantasy",Jeff Nichols,Jeff Nichols,858.0,8,83,67.0,18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Mighty,Drama,Peter Chelsom,Charles Leavitt,647.0,23,75,79.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Mighty Ducks,"Comedy, Kids & Family",Stephen Herek,Steven Brill,0,19,23,65.0,10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
A Mighty Heart,Drama,Michael Winterbottom,John Orloff,700.0,42,79,70.0,16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
A Mighty Wind,Comedy,Christopher Guest,"Christopher Guest, Eugene Levy",0,412,87,75.0,6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]"
Milk,"Drama, Gay & Lesbian",Gus Van Sant,Dustin Lance Black,463.0,50,93,89.0,20000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
Million Dollar Arm,"Comedy, Drama",Craig Gillespie,Tom McCarthy,608.5,26,65,68.0,25000000,"[{""id"": 18, ""name"": ""Drama""}]"
Million Dollar Baby,"Drama, Romance",Clint Eastwood,"Clint Eastwood, Paul Haggis",756.5,8,91,90.0,30000000,"[{""id"": 18, ""name"": ""Drama""}]"
Mindhunters,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Renny Harlin,"Wayne Kramer, Kevin Brodbin",0,23,24,57.0,27000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Minions,"Animation, Comedy, Kids & Family","Pierre Coffin, Kyle Balda",Brian Lynch,677.25,35,55,49.0,74000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Minority Report,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Steven Spielberg,"Jon Cohen, Scott Frank, Jonathan Cohen",1145.3333333333333,163,91,80.0,102000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]"
Miracle,Drama,Gavin O'Connor,"Eric Guggenheim, Mike Rich",0,19,80,90.0,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Miracle at St. Anna,Drama,Spike Lee,James McBride,538.0,45,33,51.0,45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
Miracles from Heaven,Drama,Patricia Riggen,Randy Brown,0,13,44,81.0,16000000,"[{""id"": 18, ""name"": ""Drama""}]"
The Mirror Has Two Faces,"Comedy, Drama, Romance",Barbra Streisand,"Gérard Oury, André Cayatte",749.0,21,56,72.0,42000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Mirror Mirror,Science Fiction & Fantasy,Tarsem Singh,"Melisa Wallack, Jason Keller, Marc Klein",654.5,208,50,45.0,85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]"
Misconduct,"Drama, Mystery & Suspense",Shintaro Shimosawa,"Simon Boyes, Adam Mason",698.4,413,7,22.0,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Misfits,"Classics, Comedy, Drama, Romance",John Huston,Arthur Miller,0,17,97,78.0,4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]"
Miss Congeniality,"Action & Adventure, Comedy",Donald Petrie,"Caryn Lucas, Katie Ford",693.3333333333334,8,42,69.0,45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]"
Miss Potter,Drama,Chris Noonan,"Richard Maltby, Jr.",494.0,25,67,68.0,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]"
Mission: Impossible,"Action & Adventure, Mystery & Suspense",Brian DePalma,"Robert Towne, David Koepp, Gloria Katz, Steven Zaillian, Willard Huyck",1425.5,20,63,71.0,80000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Mission: Impossible III,"Action & Adventure, Mystery & Suspense",J.J. Abrams,"J.J. Abrams, Alex Kurtzman, Roberto Orci",910.3333333333334,20,70,69.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Mission to Mars,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Brian DePalma,"Jim Thomas, Graham Yost, Lowell Cannon, Ted Tally, John Thomas",499.5,45,25,30.0,90000000,"[{""id"": 878, ""name"": ""Science Fiction""}]"
The Mist,Horror,Frank Darabont,Frank Darabont,0,15,72,65.0,18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Mo' Better Blues,Drama,Spike Lee,Spike Lee,751.0,75,73,75.0,10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Modern Times,"Classics, Comedy",Charles Chaplin,Charles Chaplin,0,17,100,95.0,1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Molly,"Comedy, Drama",John Duigan,Dick Christie,752.0,11,14,53.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
The Molly Maguires,"Classics, Drama",Martin Ritt,Walter Bernstein,602.5,65,89,62.0,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Mommie Dearest,"Drama, Special Interest",Frank Perry,"Frank Perry, Frank Yablans, Robert Getchell, Tracy Hotchiner, Christina Crawford",0,20,49,72.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Moms' Night Out,Comedy,"Andrew Erwin, Jon Erwin","Jon Erwin, Andrea Gyertson",0,233,19,66.0,5000000,"[{""id"": 35, ""name"": ""Comedy""}]"
